DATE,Recession,Discount_Rate,Indus_Production_YoY,CPI_YoY,Core_CPI_YoY,PPI_YoY,Unemployment_Rate,Disposable_Income_YoY,PCE_YoY,SP500PE,TB3MS,RSAFS_MoM
7/1/1985,0,7.5,-0.048288423,3.554274736,4.19047619,-0.959692898,7.4,6.412407135,8.863144392,12.43,7.08,
8/1/1985,0,7.5,0.16321291,3.349282297,4.174573055,-1.05973025,7.1,5.654620652,9.549398933,12.26,7.14,
9/1/1985,0,7.5,0.813755689,3.142857143,3.969754253,-1.257253385,7.1,5.401862247,10.29678743,12.09,7.1,
10/1/1985,0,7.5,0.510737257,3.228869896,4.048964218,-0.483558994,7.1,6.260939814,8.868960613,12.39,7.16,
11/1/1985,0,7.5,0.519305246,3.51377018,4.417293233,-0.289296046,7,6.134538153,7.766197402,13.33,7.24,
12/1/1985,0,7.5,1.464054779,3.798670465,4.307116105,0.096618357,7,6.185943149,8.855417022,14.19,7.1,
1/1/1986,0,7.5,2.048072586,3.886255924,4.481792717,-0.193423598,6.7,6.381433429,7.954024744,14.28,7.07,
2/1/1986,0,7.5,1.038537967,3.113207547,4.178272981,-1.548886738,7.2,7.435659326,6.793395941,15.08,7.06,
3/1/1986,0,7.1,0.19881732,2.255639098,4.070305273,-2.715809893,7.2,8.362646844,6.611289409,16,6.56,
4/1/1986,0,6.83,0.511101924,1.590271282,4.151291513,-3.581800581,7.1,6.5995307,6.606504982,16.32,6.06,
5/1/1986,0,6.5,0.559480668,1.491146319,3.952205882,-3.381642512,7.2,4.074638233,5.974632844,16.28,6.15,
6/1/1986,0,6.5,0.211801298,1.765799257,3.941338222,-3.291384318,7.2,6.303132172,6.40663345,16.68,6.21,
7/1/1986,0,6.16,1.347401912,1.576994434,4.021937843,-3.682170543,7,6.360594556,6.094193026,16.28,5.83,
8/1/1986,0,5.82,0.842563943,1.574074074,4.007285974,-3.310613437,6.9,6.330616698,5.323207732,16.55,5.53,
9/1/1986,0,5.5,0.751003283,1.754385965,4.181818182,-2.64446621,7,6.088148999,6.336995026,16.05,5.21,
10/1/1986,0,5.5,1.526805588,1.471941122,4.07239819,-3.109815355,7,5.454891029,6.426446041,16.12,5.18,
11/1/1986,0,5.5,1.583068212,1.28440367,3.780378038,-3.481624758,6.9,5.171380822,5.676446177,16.78,5.35,
12/1/1986,0,5.5,1.53975101,1.0978957,3.770197487,-3.764478764,6.6,4.438683076,6.60904208,17.17,5.53,
1/1/1987,0,5.5,0.629098077,1.459854015,3.574620197,-2.61627907,6.6,4.574230387,3.834317852,18.01,5.43,
2/1/1987,0,5.5,2.666546047,2.104300091,3.565062389,-0.688298918,6.6,4.883620424,6.435713779,18.86,5.59,
3/1/1987,0,5.5,3.536080521,3.033088235,3.644444444,0.897308076,6.6,4.412935628,6.718373707,19.37,5.59,
4/1/1987,0,5.5,4.094595382,3.775322284,3.897254207,2.309236948,6.3,0.651196918,7.181151242,19.45,5.64,
5/1/1987,0,5.5,4.534316619,3.856749311,4.067197171,2.6,6.3,4.717038663,6.680664917,19.74,5.66,
6/1/1987,0,5.5,5.513248354,3.652968037,3.968253968,3.103103103,6.2,4.673579226,7.376734109,20.9,5.67,
7/1/1987,0,5.5,5.579863553,3.926940639,3.9543058,4.124748491,6.1,4.658338123,7.4101069,20.81,5.69,
8/1/1987,0,5.5,6.553653648,4.284412033,3.940455342,4.531722054,6,5.268716618,8.010763817,21.42,6.04,
9/1/1987,0,5.95,6.66646147,4.355716878,4.013961606,4.325955734,5.9,5.245753795,5.2055993,20.09,6.4,
10/1/1987,0,6,7.651380613,4.533091568,4.173913043,4.413239719,6,6.209071793,6.873742712,17.08,6.13,
11/1/1987,0,6,7.752121741,4.528985507,4.163052905,4.408817635,5.8,6.668065841,7.369211856,14.45,5.69,
12/1/1987,0,6,7.332242226,4.43438914,4.152249135,4.513540622,5.7,7.617765814,5.905708852,13.77,5.77,
1/1/1988,0,6,7.709477654,4.04676259,4.314063848,4.07960199,5.7,7.493026292,9.477090785,14.02,5.81,
2/1/1988,0,6,6.832640747,3.94265233,4.30292599,3.762376238,5.7,7.455262538,7.319185795,14.16,5.66,
3/1/1988,0,6,6.926007726,3.925066905,4.373927959,3.656126482,5.7,7.936647602,8.203630571,14.29,5.7,
4/1/1988,0,6,6.851949632,3.904170364,4.262574595,3.827281649,5.4,12.75438916,7.377912334,13.39,5.91,
5/1/1988,0,6,5.986814898,3.890362511,4.24808836,3.801169591,5.6,8.583990915,8.043563837,12.41,6.26,
6/1/1988,0,6,5.719638509,3.964757709,4.49533503,4.077669903,5.4,9.217406461,7.995964593,12.49,6.46,
7/1/1988,0,6,5.02110726,4.130052724,4.480135249,4.251207729,5.4,9.667909477,8.013700843,12.22,6.73,
8/1/1988,0,6.37,4.764444384,4.020979021,4.465037911,4.046242775,5.6,9.4109216,7.576338316,11.78,7.06,
9/1/1988,0,6.5,4.024021577,4.173913043,4.61409396,4.243008679,5.4,9.771493859,7.948184871,11.79,7.24,
10/1/1988,0,6.5,3.100406476,4.249783174,4.507512521,3.938520653,5.4,9.638826824,8.907321742,12.02,7.35,
11/1/1988,0,6.5,2.850895467,4.24610052,4.579517069,3.934740883,5.3,9.244736768,9.096113479,11.57,7.76,
12/1/1988,0,6.5,2.759159076,4.419410745,4.651162791,4.606525912,5.3,8.871102218,8.997826155,11.64,8.07,
1/1/1989,0,6.5,3.084123305,4.667242869,4.631927213,5.640535373,5.4,9.140601275,8.401530946,11.82,8.27,
2/1/1989,0,6.59,2.122205378,4.827586207,4.702970297,5.72519084,5.2,8.945739407,8.275904886,11.97,8.53,
3/1/1989,0,7,2.139761781,4.978540773,4.683648316,6.291706387,5,9.013342029,7.308694985,11.73,8.82,
4/1/1989,0,7,1.518463734,5.12382579,4.497138185,6.143667297,5.2,8.22445516,8.581060374,12.07,8.65,
5/1/1989,0,7,1.1469755,5.361702128,4.56397718,6.291079812,5.2,7.62114183,7.839446199,12.49,8.43,
6/1/1989,0,7,0.853036716,5.169491525,4.545454545,5.317164179,5.3,7.27717637,7.476269399,12.84,8.15,
7/1/1989,0,7,-0.126032082,4.978902954,4.530744337,4.541241891,5.2,6.923360742,7.269572501,13.43,7.88,
8/1/1989,0,7,0.341220881,4.705882353,4.435483871,3.703703704,5.2,6.591909453,7.5,14.32,7.9,
9/1/1989,0,7,0.325531457,4.340567613,4.170008019,3.977798335,5.3,6.416694856,7.315555556,14.66,7.75,
10/1/1989,0,7,-0.242042252,4.492512479,4.313099042,4.251386322,5.3,6.441377531,6.441690834,14.84,7.64,
11/1/1989,0,7,-0.154911137,4.655029094,4.378980892,4.06278855,5.4,6.504399732,6.212465745,14.7,7.69,
12/1/1989,0,7,-0.056130571,4.647302905,4.444444444,3.669724771,5.4,5.986113238,6.489001937,15.24,7.63,
1/1/1990,0,7,-0.86025967,5.202312139,4.42687747,3.981900452,5.4,6.45014418,7.090162758,15.13,7.64,
2/1/1990,0,7,0.490086807,5.263157895,4.570527975,3.249097473,5.3,6.506599623,6.88646789,14.97,7.74,
3/1/1990,0,7,0.721246809,5.233033524,4.788069074,2.421524664,5.2,6.037190289,7.319652452,15.62,7.9,
4/1/1990,0,7,0.511424445,4.711616572,4.851330203,1.60284951,5.4,6.805396525,6.406999718,15.7,7.77,
5/1/1990,0,7,1.38196412,4.36187399,4.754481684,1.236749117,5.4,7.044078439,6.306661411,16.37,7.74,
6/1/1990,0,7,1.722441503,4.673650282,4.891304348,1.24003543,5.2,7.155431037,6.670218135,16.95,7.73,
7/1/1990,0,7,2.540025991,4.823151125,5.108359133,1.507092199,5.5,7.177540608,6.581699529,16.81,7.62,
8/1/1990,1,7,1.914582891,5.617977528,5.482625483,4.017857143,5.7,6.931471832,6.289012871,15.33,7.45,
9/1/1990,1,7,2.296698811,6.16,5.542725173,5.338078292,5.9,6.995623151,6.85275684,14.51,7.36,
10/1/1990,1,7,1.783896891,6.289808917,5.359877489,7.092198582,5.9,5.799524987,6.522457067,14.21,7.17,
11/1/1990,1,7,0.178359289,6.274821287,5.263157895,6.566104703,6.2,5.643329951,6.274531331,14.68,7.06,
12/1/1990,1,6.79,-1.080636181,6.106264869,5.319148936,5.044247788,6.3,6.050242058,4.807013734,15.41,6.74,
1/1/1991,1,6.5,-0.893679839,5.651491366,5.601816805,3.568320279,6.4,4.747647562,2.956549709,15.35,6.22,
2/1/1991,1,6,-2.505352768,5.3125,5.65184627,2.447552448,6.6,4.270235819,3.714929457,17.19,5.94,
3/1/1991,1,6,-3.519457083,4.895104895,5.243445693,1.751313485,6.8,4.033850494,4.210498282,17.78,5.91,
4/1/1991,0,5.98,-3.037057587,4.887509697,5.149253731,1.66520596,6.7,3.742891768,3.636604775,18.58,5.65,
5/1/1991,0,5.5,-2.366685106,4.953560372,5.133928571,1.657940663,6.9,4.066573557,4.168653001,18.98,5.46,
6/1/1991,0,5.5,-1.901071006,4.695919938,4.959289415,1.837270341,6.9,4.14863833,3.574714154,19.49,5.57,
7/1/1991,0,5.5,-1.479177075,4.447852761,4.786450663,1.397379913,6.8,3.470321735,3.775806578,20.14,5.58,
8/1/1991,0,5.5,-1.813248595,3.799392097,4.612005857,-0.25751073,6.9,3.891596175,3.139048411,21.22,5.33,
9/1/1991,0,5.2,-1.032816077,3.391107762,4.595185996,-1.942567568,6.9,3.919283331,2.961163794,21.73,5.22,
10/1/1991,0,5,-0.517550315,2.921348315,4.433139535,-3.642384106,7,4.505783988,2.723092027,22.49,4.99,
11/1/1991,0,4.58,0.601356616,2.989536622,4.492753623,-3.080766028,7,4.701577864,3.401430822,23.27,4.56,
12/1/1991,0,4.11,0.843313935,3.064275037,4.401154401,-2.358887953,7.3,5.173627671,4.122963769,24.33,4.07,
1/1/1992,0,3.5,0.649336832,2.600297177,4.014336918,-2.857142857,7.3,6.206614945,6.344701901,25.93,3.8,
2/1/1992,0,3.5,2.106601244,2.818991098,3.708987161,-1.023890785,7.4,6.716924749,6.020637753,25.6,3.84,0.071909565
3/1/1992,0,3.5,3.551998196,3.185185185,3.84341637,-0.08605852,7.4,6.86686551,5.21339126,25.16,4.04,-0.299610871
4/1/1992,0,3.5,4.077346202,3.180473373,3.832505323,0.25862069,7.4,6.833805095,5.743390238,24.73,3.75,0.603465652
5/1/1992,0,3.5,3.387748886,3.02359882,3.892427459,0.600858369,7.6,7.010087906,5.725617818,24.75,3.63,0.548239623
6/1/1992,0,3.5,2.619348907,3.088235294,3.737658674,1.374570447,7.8,6.918155159,6.004314173,23.95,3.66,0.280776755
7/1/1992,0,3.02,3.269121721,3.15712188,3.72452565,1.550387597,7.7,7.236842105,6.02118003,23.88,3.21,0.710513798
8/1/1992,0,3,2.681903589,3.147877013,3.498950315,1.290877797,7.6,7.268181516,6.344007458,23.6,3.13,0.324650089
9/1/1992,0,3,2.162856005,2.988338192,3.277545328,1.636520241,7.6,6.291645592,6.790975481,23.2,2.91,0.953516091
10/1/1992,0,3,2.968198448,3.202328967,3.549060543,1.4604811,7.3,5.633247118,7.764084507,22.43,2.86,0.723140496
11/1/1992,0,3,3.502350306,3.047895501,3.46740638,1.202749141,7.4,5.621805792,7.415825757,22.56,3.13,0.221538462
12/1/1992,0,3,4.135199674,2.900652647,3.386316517,1.466781708,7.4,8.341791013,7.857231688,22.82,3.22,1.229218201
1/1/1993,0,3,5.099707594,3.258508327,3.44589938,2.076124567,7.3,5.083514887,6.267290131,22.5,3,1.157101181
2/1/1993,0,3,4.842733478,3.246753247,3.576341128,2.068965517,7.1,5.023441312,6.23978534,22.55,2.93,-0.778947849
3/1/1993,0,3,3.879966052,3.086862886,3.358464702,2.239448751,7,4.567078972,5.7201846,22.69,2.95,-0.82765448
4/1/1993,0,3,3.384489728,3.225806452,3.485987697,2.579535684,7.1,4.811169989,6.339102021,22.53,2.87,2.578552111
5/1/1993,0,3,2.652215301,3.221188261,3.40599455,2.133105802,7.1,4.358186493,6.348595614,22.83,2.96,0.948803105
6/1/1993,0,3,2.82032368,2.995720399,3.399048266,1.271186441,7,3.582263226,6.293840224,23.18,3.07,-0.150762781
7/1/1993,0,3,2.16344947,2.775800712,3.184281843,1.102629347,6.9,3.745232963,6.280917047,22.72,3.04,1.451528708
8/1/1993,0,3,2.615011113,2.767920511,3.313049358,0.849617672,6.8,3.570397261,6.16456206,22.65,3.02,-0.019917784
9/1/1993,0,3,2.823437281,2.689313517,3.241053342,0.593220339,6.7,3.711672942,6.020727093,22.5,2.95,0.589905206
10/1/1993,0,3,2.876857385,2.750352609,3.091397849,0.846740051,6.8,3.836736388,5.790370388,22.19,3.02,0.611201884
11/1/1993,0,3,2.96344355,2.676056338,3.150134048,1.018675722,6.6,3.957816377,5.896988722,21.63,3.1,1.018678507
12/1/1993,0,3,3.407657364,2.748414376,3.14171123,0.850340136,6.5,3.641473332,5.412323586,21.29,3.06,0.894195846
1/1/1994,0,3,3.321593919,2.52454418,2.931379081,0.93220339,6.6,3.742022033,5.630428272,21.34,2.98,-0.674359841
2/1/1994,0,3,2.89208212,2.51572327,2.788844622,0.760135135,6.6,3.526773992,6.366955204,21.02,3.25,1.583649307
3/1/1994,0,3,4.025157233,2.506963788,2.984084881,0.842459983,6.5,4.260438783,6.743251005,20.42,3.5,1.863628146
4/1/1994,0,3,4.328239148,2.361111111,2.708058124,0.335289187,6.4,3.569135703,6.320844904,19,3.68,0.031318673
5/1/1994,0,3.24,5.224007258,2.288488211,2.700922266,0.167084378,6.1,4.743019669,5.587463821,18.5,4.14,-0.370488262
6/1/1994,0,3.5,5.692068238,2.493074792,2.827087442,0.836820084,6.1,4.992978937,6.056306306,18.05,4.14,1.152784543
7/1/1994,0,3.5,5.552074791,2.770083102,2.8890348,1.258389262,6.1,4.982519229,5.632258498,17.42,4.33,0.317402786
8/1/1994,0,3.76,6.373617589,2.900552486,2.814136126,2.106149958,6,5.018620676,6.281939702,17.44,4.48,1.249077386
9/1/1994,0,4,6.137957613,2.963473467,3.008502289,1.937657961,5.9,5.773220555,5.840629502,17.09,4.62,0.816667771
10/1/1994,0,4,6.222540694,2.608098833,2.868318123,1.511335013,5.8,7.144141804,6.179403459,16.32,4.95,0.913205067
11/1/1994,0,4.4,6.435380996,2.674897119,2.794022092,2.100840336,5.6,6.846481283,5.961660921,15.62,5.29,0.080171969
12/1/1994,0,4.75,6.882641579,2.674897119,2.59235256,2.782462057,5.5,3.836612243,5.917612828,14.88,5.6,0.486153877
1/1/1995,0,4.75,6.745322155,2.804377565,2.912621359,3.190596138,5.6,6.340249613,5.803581165,14.89,5.71,0.433976742
2/1/1995,0,5.25,6.561607501,2.862985685,2.971576227,3.520536463,5.4,6.294265702,4.710098001,15.11,5.77,-1.574615648
3/1/1995,0,5.25,5.639774047,2.85326087,2.962009015,3.50877193,5.4,6.144059579,5.15281963,15.15,5.73,0.931456308
4/1/1995,0,5.25,4.839923921,3.052917232,3.151125402,4.093567251,5.8,5.509172268,4.690543983,15.31,5.65,0.39201586
5/1/1995,0,5.25,4.851157178,3.186440678,3.078896729,4.170141785,5.6,5.371553142,5.64514402,15.5,5.67,0.97198456
6/1/1995,0,5.25,4.501504677,3.040540541,3.00511509,3.98340249,5.6,5.697472248,5.704092251,15.67,5.47,1.23850906
7/1/1995,0,5.25,3.943534108,2.762803235,2.999361838,3.811101906,5.7,5.63854688,5.287463458,16.07,5.42,-0.282238443
8/1/1995,0,5.25,4.602329057,2.617449664,2.991725016,3.217821782,5.7,5.563878406,5.09595599,16.01,5.4,0.7812805
9/1/1995,0,5.25,4.694985858,2.543507363,2.984126984,3.47107438,5.6,5.39964543,5.141361257,16.45,5.28,0.234842946
10/1/1995,0,5.25,3.678486187,2.809364548,3.105196451,3.639371381,5.5,4.616159355,4.176276258,16.76,5.28,-0.400954562
11/1/1995,0,5.25,3.238510606,2.605210421,3.034134008,3.209876543,5.6,4.698786209,4.766246684,17.33,5.36,1.206735993
12/1/1995,0,5.25,2.566582281,2.538410154,3.032217309,3.11730927,5.6,4.49679594,5.285442829,18.1,5.14,0.831480275
1/1/1996,0,5.24,1.838481849,2.727877578,2.955974843,2.76647681,5.6,4.322432059,4.833855541,18.08,5,-0.807988631
2/1/1996,0,5,3.439368229,2.650762094,2.885821832,2.186234818,5.5,4.895464307,5.813474066,19.1,4.83,1.585537065
3/1/1996,0,5,3.129650956,2.84015852,2.814258912,2.017756255,5.5,5.064863877,5.893069145,19.01,4.96,0.888174031
4/1/1996,0,5,4.362000666,2.896642528,2.618453865,2.247191011,5.6,5.249049883,6.498711709,18.85,4.95,0.367009365
5/1/1996,0,5,4.629225614,2.890932983,2.675793404,2.56204964,5.6,5.529644484,5.892846283,19.1,5.02,0.75602303
6/1/1996,0,5,5.066557016,2.754098361,2.669149597,2.154828412,5.3,5.739231033,5.068809643,19.15,5.09,-0.10679661
7/1/1996,0,5,5.499965708,2.950819672,2.664188352,2.154828412,5.5,5.310563482,5.667779969,18.26,5.15,0.122183757
8/1/1996,0,5,4.665377176,2.877697842,2.595797281,2.557953637,5.1,5.374818115,5.388288414,18.6,5.05,0.012018564
9/1/1996,0,5,4.913700917,3.002610966,2.651048089,2.396166134,5.2,5.500581551,5.499452246,18.75,5.09,1.339446658
10/1/1996,0,5,5.06804259,2.992843201,2.519975415,2.154828412,5.2,5.41441586,6.274556732,19,4.99,0.822782501
11/1/1996,0,5,5.743160547,3.255208333,2.576687117,2.232854864,5.4,5.600995733,5.846981565,19.45,5.03,-0.04387949
12/1/1996,0,5,6.038192503,3.32247557,2.636419375,2.704852824,5.4,5.730034384,5.514467876,19.19,4.91,0.465236261
1/1/1997,0,5,6.788029747,3.044041451,2.504581552,2.692003167,5.3,5.784073047,6.39833258,19.53,5.03,0.671198382
2/1/1997,0,5,6.498874915,3.034215623,2.5,1.822503962,5.2,5.310957897,5.868142145,20.09,5.01,0.868530211
3/1/1997,0,5,7.353625262,2.761721259,2.433090024,0.712025316,5.2,5.255469375,5.429803027,19.69,5.14,0.327829582
4/1/1997,0,5,6.363577607,2.495201536,2.612393682,-0.313971743,5.1,5.751317029,4.825268817,18.94,5.16,-0.683583819
5/1/1997,0,5,6.184095329,2.234993614,2.545454545,-0.546448087,4.9,4.656921754,4.52544125,20.6,5.05,-0.750617724
6/1/1997,0,5,5.872941539,2.297383535,2.418379686,-0.625,5,4.50458151,5.055642663,21.61,4.93,1.403137322
7/1/1997,0,5,6.772236035,2.229299363,2.414001207,-0.859375,4.9,5.032500855,5.653192178,22.8,5.05,1.170501245
8/1/1997,0,5,7.298882741,2.22504768,2.289156627,-0.857365549,4.8,5.308648289,5.914691943,22.83,5.14,0.264972475
9/1/1997,0,5,7.618482915,2.154626109,2.222222222,-0.546021841,4.9,5.300293424,5.76029906,23.06,4.95,0.437401061
10/1/1997,0,5,8.588900711,2.0846494,2.278177458,-0.15625,4.7,5.653835746,5.80275875,23.58,4.97,-0.206676161
11/1/1997,0,5,8.502602931,1.828499369,2.153110048,-0.23400936,4.6,5.87641017,5.791224398,23.46,5.14,0.262796081
12/1/1997,0,5,8.283886777,1.702395965,2.270011947,-1.781564679,4.7,5.999497108,5.828654297,24.23,5.16,0.321558757
1/1/1998,0,5,8.581439692,1.571338781,2.264600715,-3.315343099,4.6,6.554694804,5.152371976,24.29,5.04,0.175619969
2/1/1998,0,5,7.497902444,1.441102757,2.260559191,-2.723735409,4.6,6.679849122,5.333087965,25.85,5.09,0.041884907
3/1/1998,0,5,6.860804849,1.375,2.256532067,-2.042419482,4.7,6.713039455,5.428843827,27.23,5.03,0.603839713
4/1/1998,0,5,7.132205124,1.435705368,2.131438721,-1.653543307,4.3,7.01713871,6.022750169,28.26,4.95,1.245479078
5/1/1998,0,5,7.229003627,1.686445971,2.186761229,-1.80533752,4.4,7.192152223,6.917329036,28.3,5,0.461468053
6/1/1998,0,5,6.110033482,1.684341859,2.243211334,-1.886792453,4.5,7.227102452,6.870882021,28.44,4.98,0.799746916
7/1/1998,0,5,4.802186879,1.682242991,2.239245728,-1.576044129,4.5,7.200091202,6.149077278,29.9,4.96,-0.652798875
8/1/1998,0,5,5.903093022,1.616915423,2.473498233,-2.358490566,4.5,7.040292685,6.049758368,28,4.9,-0.43468921
9/1/1998,0,5,4.82276506,1.488833747,2.350176263,-2.901960784,4.6,6.742477933,6.496242212,26.8,4.61,0.918440301
10/1/1998,0,4.86,4.628729051,1.485148515,2.227432591,-2.973395931,4.5,6.449392518,6.405094276,27.2,3.96,1.676378118
11/1/1998,0,4.63,3.690785681,1.547987616,2.341920375,-3.362001564,4.4,6.183206107,6.258500998,30.25,4.41,0.718205394
12/1/1998,0,4.5,3.674032556,1.611903286,2.453271028,-3.154574132,4.4,5.886073948,6.647810123,31.56,4.39,0.916529876
1/1/1999,0,4.5,3.638184722,1.670792079,2.331002331,-1.993620415,4.3,5.64382188,6.748800506,32.92,4.34,0.137102989
2/1/1999,0,4.5,4.058843625,1.605929586,2.152414194,-2.16,4.4,5.31767418,6.558579964,32.67,4.44,1.074258308
3/1/1999,0,4.5,4.243101862,1.726263872,2.032520325,-1.6840417,4.2,4.853917971,6.655304941,33.39,4.44,0.459682591
4/1/1999,0,4.5,4.122831791,2.276923077,2.202898551,-1.040832666,4.3,4.545524608,7.10768646,34,4.29,0.722073508
5/1/1999,0,4.5,4.075300614,2.088452088,2.082128398,-0.319744205,4.2,4.218594313,6.752428099,33.19,4.5,0.89433889
6/1/1999,0,4.5,4.623120444,1.963190184,1.963048499,0.320512821,4.3,4.100749058,6.618185534,32.24,4.57,0.280291283
7/1/1999,0,4.5,5.665672335,2.144607843,2.074927954,0.64051241,4.3,4.13685186,6.750424448,32.88,4.55,0.785675419
8/1/1999,0,4.56,3.98096756,2.264381885,1.896551724,2.173913043,4.2,4.290553825,6.867510549,30.89,4.72,1.077465664
9/1/1999,0,4.75,3.653256894,2.628361858,2.066590126,3.392568659,4.2,4.294552588,7.055451254,29.99,4.68,0.417707413
10/1/1999,0,4.75,4.258245407,2.56097561,2.121559633,2.983870968,4.1,4.678195489,6.878042275,28.66,4.86,0.191721166
11/1/1999,0,4.86,4.914612409,2.62195122,2.059496568,3.802588997,4.1,5.027857656,7.203178508,29.74,5.07,1.201980001
12/1/1999,0,5,5.33243995,2.684563758,1.881413911,4.071661238,4,5.791863313,7.75059715,29.66,5.2,1.848546034
1/1/2000,0,5,4.812003526,2.73889227,2.107061503,4.393816111,4,6.034943047,7.721562752,29.04,5.32,-0.674045719
2/1/2000,0,5.24,4.569993594,3.221884498,2.164009112,6.132461161,4.1,6.480810471,8.625721406,27.76,5.55,1.483338556
3/1/2000,0,5.34,4.746344132,3.757575758,2.447353443,6.688417618,4,7.052361123,9.024947008,28.31,5.69,1.166090729
4/1/2000,0,5.5,5.184684158,3.068592058,2.268859898,5.74433657,3.8,7.337894023,7.736107751,28.5,5.66,-1.506584494
5/1/2000,0,5.71,4.83016263,3.188929001,2.379603399,5.533279872,4,7.616161913,7.663548403,27.49,5.79,0.128391491
6/1/2000,0,6,4.979694297,3.730445247,2.54813137,6.869009585,4,7.887216613,7.772790441,28.16,5.69,0.747253071
7/1/2000,0,6,4.176563981,3.659268146,2.48447205,6.364359586,4,8.247016602,7.648387302,28.05,5.96,-0.289662134
8/1/2000,0,6,3.447150984,3.411131059,2.594472645,4.728132388,4.1,8.261430705,7.436946256,27.97,6.09,0.105637677
9/1/2000,0,6,4.295902558,3.454437165,2.530933633,5.234375,3.9,8.608715782,7.861896187,27.34,6,1.696480261
10/1/2000,0,6,2.61130962,3.448275862,2.52667041,6.029757244,3.9,8.293229518,7.524097701,26.5,6.11,-0.223745082
11/1/2000,0,6,2.091929429,3.446226976,2.634529148,5.22213562,3.9,7.696256684,7.150278351,26.9,6.17,-0.324273184
12/1/2000,0,6,0.932643733,3.386809269,2.574146614,6.572769953,3.9,7.002287037,6.286500535,26.62,5.77,-0.086222824
1/1/2001,0,5.52,0.50883182,3.732227488,2.565532627,9.119251754,4.2,7.02726141,6.793623623,27.55,5.15,1.103371756
2/1/2001,0,5,-0.484217159,3.533568905,2.787068004,5.855161787,4.2,6.565551342,5.682761535,27.81,4.88,-0.021876816
3/1/2001,0,4.81,-1.130049634,2.920560748,2.611111111,3.899082569,4.3,6.158790587,4.639198385,26.1,4.42,-0.833294473
4/1/2001,1,4.28,-2.108782765,3.269118506,2.662229617,4.361132364,4.4,5.679711001,4.867422257,27.96,3.87,1.576415265
5/1/2001,1,3.73,-2.883547671,3.61516035,2.545655783,3.951367781,4.3,5.244310804,5.113492407,32.02,3.62,0.245007265
6/1/2001,1,3.47,-3.483478769,3.248259861,2.705687465,1.270553064,4.5,4.816691343,4.784419511,33.67,3.49,-0.388993094
7/1/2001,1,3.25,-3.898722398,2.719907407,2.699724518,-0.224382947,4.6,5.513551396,4.636182315,35.46,3.51,-0.319899002
8/1/2001,1,3.16,-3.741581819,2.719907407,2.638812534,0.376222724,4.9,6.598264038,4.687775622,37.85,3.36,0.682995592
9/1/2001,1,2.77,-4.622584986,2.648244099,2.63302249,-1.039346696,5,4.7518184,1.718781755,36.9,2.64,-1.893658075
10/1/2001,1,2.02,-4.586698445,2.126436782,2.628696605,-3.76661743,5.3,2.822880187,4.62879689,39.72,2.16,6.68492198
11/1/2001,1,1.58,-5.163292748,1.895462378,2.730748225,-3.851851852,5.5,2.685310241,3.943674202,43.62,1.87,-2.522238066
12/1/2001,0,1.33,-4.88543617,1.551724138,2.782324059,-5.947136564,5.7,2.402564847,3.085354276,46.37,1.69,-1.186300769
1/1/2002,0,1.25,-3.725964547,1.142204455,2.610114192,-8.214285714,5.7,3.652783042,2.822222858,46.17,1.65,-0.069438325
2/1/2002,0,1.25,-3.094921214,1.137656428,2.548806941,-6.550218341,5.7,3.7107033,3.190608129,44.57,1.72,0.545310891
3/1/2002,0,1.25,-2.119434261,1.475595914,2.436383324,-4.488594555,5.7,3.743357198,3.525947947,46.71,1.79,-0.277842093
4/1/2002,0,1.25,-1.29627364,1.639344262,2.485143166,-4.105571848,5.9,4.559515454,4.401644727,43.81,1.71,1.608023584
5/1/2002,0,1.25,-0.358639761,1.181767023,2.536427415,-4.385964912,5.8,4.958312771,3.347606624,41.41,1.73,-1.344029249
6/1/2002,0,1.25,1.012836466,1.06741573,2.258064516,-3.394833948,5.8,5.179809499,3.575823585,37.92,1.7,0.849619759
7/1/2002,0,1.25,1.590903997,1.464788732,2.199570815,-1.649175412,5.8,3.631370545,4.306510597,32.46,1.68,1.048466796
8/1/2002,0,1.25,1.587410218,1.802816901,2.356722014,-1.424287856,5.7,2.168832148,4.084698878,31.53,1.62,0.779998967
9/1/2002,0,1.25,2.221999168,1.514301739,2.244788883,-0.750187547,5.7,3.690562486,5.487369773,28.89,1.63,-1.44882966
10/1/2002,0,1.25,2.275642984,2.025886325,2.187833511,2.225633154,5.7,5.661058933,3.081978123,29.24,1.58,0.404285566
11/1/2002,0,0.83,3.437857743,2.198421646,2.02020202,2.542372881,5.9,6.003868472,3.919357309,32.03,1.23,0.658894384
12/1/2002,0,0.75,2.908427678,2.376910017,1.963906582,3.7470726,6,6.304193777,4.92834917,32.59,1.19,0.844986346
1/1/2003,0,,3.016961223,2.597402597,1.960784314,5.291828794,5.8,4.246520073,4.964785792,31.43,1.17,0.442596795
2/1/2003,0,,3.147081198,2.98087739,1.797990481,7.165109034,5.9,3.991403903,4.476000664,28.46,1.17,-1.382227822
3/1/2003,0,,2.112927332,3.020134228,1.744186047,8.782742681,5.9,4.120535043,5.081867631,27.92,1.13,1.771491962
4/1/2003,0,,0.976961181,2.224694105,1.47601476,4.587155963,6,3.708077468,4.403418803,28.05,1.13,-0.244663798
5/1/2003,0,,0.526274824,2.057842047,1.526315789,4.510703364,6.1,3.870329126,4.958224149,28.24,1.07,0.274018945
