DATE,Recession,Gold_reserves_billion
1990-07-04,0,110.65
1990-07-11,0,110.65
1990-07-18,1,110.65
1990-07-25,1,110.64
1990-08-01,1,110.64
1990-08-08,1,110.64
1990-08-15,1,110.64
1990-08-22,1,110.64
1990-08-29,1,110.65
1990-09-05,1,110.65
1990-09-12,1,110.64
1990-09-19,1,110.65
1990-09-26,1,110.63
1990-10-03,1,110.62
1990-10-10,1,110.62
1990-10-17,1,110.61
1990-10-24,1,110.61
1990-10-31,1,110.6
1990-11-07,1,110.6
1990-11-14,1,110.59
1990-11-21,1,110.59
1990-11-28,1,110.59
1990-12-05,1,110.58
1990-12-12,1,110.58
1990-12-19,1,110.58
1990-12-26,1,110.58
1991-01-02,1,110.58
1991-01-09,1,110.58
1991-01-16,1,110.59
1991-01-23,1,110.59
1991-01-30,1,110.58
1991-02-06,1,110.58
1991-02-13,1,110.58
1991-02-20,1,110.58
1991-02-27,1,110.58
1991-03-06,1,110.58
1991-03-13,1,110.58
1991-03-20,0,110.58
1991-03-27,0,110.58
1991-04-03,0,110.58
1991-04-10,0,110.58
1991-04-17,0,110.58
1991-04-24,0,110.58
1991-05-01,0,110.58
1991-05-08,0,110.58
1991-05-15,0,110.58
1991-05-22,0,110.57
1991-05-29,0,110.57
1991-06-05,0,110.57
1991-06-12,0,110.61
1991-06-19,0,110.62
1991-06-26,0,110.62
1991-07-03,0,110.62
1991-07-10,0,110.62
1991-07-17,0,110.62
1991-07-24,0,110.62
1991-07-31,0,110.62
1991-08-07,0,110.62
1991-08-14,0,110.62
1991-08-21,0,110.62
1991-08-28,0,110.62
1991-09-04,0,110.62
1991-09-11,0,110.62
1991-09-18,0,110.62
1991-09-25,0,110.62
1991-10-02,0,110.62
1991-10-09,0,110.62
1991-10-16,0,110.61
1991-10-23,0,110.61
1991-10-30,0,110.6
1991-11-06,0,110.59
1991-11-13,0,110.59
1991-11-20,0,110.58
1991-11-27,0,110.58
1991-12-04,0,110.58
1991-12-11,0,110.58
1991-12-18,0,110.58
1991-12-25,0,110.58
1992-01-01,0,110.59
1992-01-08,0,110.58
1992-01-15,0,110.58
1992-01-22,0,110.58
1992-01-29,0,110.58
1992-02-05,0,110.58
1992-02-12,0,110.58
1992-02-19,0,110.58
1992-02-26,0,110.58
1992-03-04,0,110.58
1992-03-11,0,110.58
1992-03-18,0,110.58
1992-03-25,0,110.58
1992-04-01,0,110.57
1992-04-08,0,110.57
1992-04-15,0,110.57
1992-04-22,0,110.57
1992-04-29,0,110.57
1992-05-06,0,110.57
1992-05-13,0,110.57
1992-05-20,0,110.57
1992-05-27,0,110.57
1992-06-03,0,110.57
1992-06-10,0,110.57
1992-06-17,0,110.6
1992-06-24,0,110.6
1992-07-01,0,110.6
1992-07-08,0,110.59
1992-07-15,0,110.6
1992-07-22,0,110.59
1992-07-29,0,110.59
1992-08-05,0,110.59
1992-08-12,0,110.6
1992-08-19,0,110.59
1992-08-26,0,110.59
1992-09-02,0,110.59
1992-09-09,0,110.6
1992-09-16,0,110.6
1992-09-23,0,110.59
1992-09-30,0,110.58
1992-10-07,0,110.6
1992-10-14,0,110.59
1992-10-21,0,110.59
1992-10-28,0,110.59
1992-11-04,0,110.59
1992-11-11,0,110.6
1992-11-18,0,110.59
1992-11-25,0,110.59
1992-12-02,0,110.59
1992-12-09,0,110.58
1992-12-16,0,110.57
1992-12-23,0,110.56
1992-12-30,0,110.56
1993-01-06,0,110.56
1993-01-13,0,110.56
1993-01-20,0,110.55
1993-01-27,0,110.55
1993-02-03,0,110.55
1993-02-10,0,110.55
1993-02-17,0,110.55
1993-02-24,0,110.55
1993-03-03,0,110.55
1993-03-10,0,110.55
1993-03-17,0,110.55
1993-03-24,0,110.55
1993-03-31,0,110.54
1993-04-07,0,110.54
1993-04-14,0,110.54
1993-04-21,0,110.54
1993-04-28,0,110.54
1993-05-05,0,110.54
1993-05-12,0,110.54
1993-05-19,0,110.54
1993-05-26,0,110.54
1993-06-02,0,110.53
1993-06-09,0,110.53
1993-06-16,0,110.58
1993-06-23,0,110.58
1993-06-30,0,110.57
1993-07-07,0,110.57
1993-07-14,0,110.57
1993-07-21,0,110.57
1993-07-28,0,110.57
1993-08-04,0,110.57
1993-08-11,0,110.57
1993-08-18,0,110.57
1993-08-25,0,110.57
1993-09-01,0,110.56
1993-09-08,0,110.56
1993-09-15,0,110.56
1993-09-22,0,110.56
1993-09-29,0,110.57
1993-10-06,0,110.56
1993-10-13,0,110.56
1993-10-20,0,110.56
1993-10-27,0,110.55
1993-11-03,0,110.55
1993-11-10,0,110.54
1993-11-17,0,110.54
1993-11-24,0,110.54
1993-12-01,0,110.54
1993-12-08,0,110.54
1993-12-15,0,110.54
1993-12-22,0,110.54
1993-12-29,0,110.53
1994-01-05,0,110.54
1994-01-12,0,110.53
1994-01-19,0,110.53
1994-01-26,0,110.53
1994-02-02,0,110.53
1994-02-09,0,110.53
1994-02-16,0,110.53
1994-02-23,0,110.53
1994-03-02,0,110.53
1994-03-09,0,110.53
1994-03-16,0,110.53
1994-03-23,0,110.52
1994-03-30,0,110.52
1994-04-06,0,110.52
1994-04-13,0,110.52
1994-04-20,0,110.53
1994-04-27,0,110.52
1994-05-04,0,110.52
1994-05-11,0,110.52
1994-05-18,0,110.52
1994-05-25,0,110.53
1994-06-01,0,110.52
1994-06-08,0,110.52
1994-06-15,0,110.53
1994-06-22,0,110.52
1994-06-29,0,110.52
1994-07-06,0,110.52
1994-07-13,0,110.52
1994-07-20,0,110.52
1994-07-27,0,110.52
1994-08-03,0,110.52
1994-08-10,0,110.54
1994-08-17,0,110.54
1994-08-24,0,110.55
1994-08-31,0,110.54
1994-09-07,0,110.54
1994-09-14,0,110.54
1994-09-21,0,110.54
1994-09-28,0,110.54
1994-10-05,0,110.54
1994-10-12,0,110.54
1994-10-19,0,110.53
1994-10-26,0,110.53
1994-11-02,0,110.52
1994-11-09,0,110.52
1994-11-16,0,110.52
1994-11-23,0,110.52
1994-11-30,0,110.52
1994-12-07,0,110.51
1994-12-14,0,110.51
1994-12-21,0,110.51
1994-12-28,0,110.51
1995-01-04,0,110.5
1995-01-11,0,110.51
1995-01-18,0,110.5
1995-01-25,0,110.5
1995-02-01,0,110.5
1995-02-08,0,110.5
1995-02-15,0,110.5
1995-02-22,0,110.5
1995-03-01,0,110.5
1995-03-08,0,110.5
1995-03-15,0,110.51
1995-03-22,0,110.53
1995-03-29,0,110.53
1995-04-05,0,110.53
1995-04-12,0,110.54
1995-04-19,0,110.55
1995-04-26,0,110.55
1995-05-03,0,110.55
1995-05-10,0,110.55
1995-05-17,0,110.55
1995-05-24,0,110.54
1995-05-31,0,110.54
1995-06-07,0,110.54
1995-06-14,0,110.54
1995-06-21,0,110.54
1995-06-28,0,110.54
1995-07-05,0,110.53
1995-07-12,0,110.53
1995-07-19,0,110.53
1995-07-26,0,110.53
1995-08-02,0,110.53
1995-08-09,0,110.53
1995-08-16,0,110.53
1995-08-23,0,110.53
1995-08-30,0,110.53
1995-09-06,0,110.53
1995-09-13,0,110.53
1995-09-20,0,110.53
1995-09-27,0,110.51
1995-10-04,0,110.51
1995-10-11,0,110.51
1995-10-18,0,110.51
1995-10-25,0,110.51
1995-11-01,0,110.51
1995-11-08,0,110.51
1995-11-15,0,110.5
1995-11-22,0,110.5
1995-11-29,0,110.5
1995-12-06,0,110.5
1995-12-13,0,110.5
1995-12-20,0,110.5
1995-12-27,0,110.5
1996-01-03,0,110.5
1996-01-10,0,110.5
1996-01-17,0,110.5
1996-01-24,0,110.52
1996-01-31,0,110.52
1996-02-07,0,110.52
1996-02-14,0,110.53
1996-02-21,0,110.53
1996-02-28,0,110.53
1996-03-06,0,110.53
1996-03-13,0,110.53
1996-03-20,0,110.53
1996-03-27,0,110.53
1996-04-03,0,110.53
1996-04-10,0,110.53
1996-04-17,0,110.53
1996-04-24,0,110.52
1996-05-01,0,110.52
1996-05-08,0,110.51
1996-05-15,0,110.51
1996-05-22,0,110.51
1996-05-29,0,110.51
1996-06-05,0,110.51
1996-06-12,0,110.51
1996-06-19,0,110.51
1996-06-26,0,110.5
1996-07-03,0,110.5
1996-07-10,0,110.5
1996-07-17,0,110.5
1996-07-24,0,110.5
1996-07-31,0,110.5
1996-08-07,0,110.5
1996-08-14,0,110.5
1996-08-21,0,110.5
1996-08-28,0,110.5
1996-09-04,0,110.5
1996-09-11,0,110.5
1996-09-18,0,110.5
1996-09-25,0,110.5
1996-10-02,0,110.5
1996-10-09,0,110.49
1996-10-16,0,110.49
1996-10-23,0,110.49
1996-10-30,0,110.49
1996-11-06,0,110.49
1996-11-13,0,110.49
1996-11-20,0,110.49
1996-11-27,0,110.49
1996-12-04,0,110.49
1996-12-11,0,110.48
1996-12-18,0,110.49
1996-12-25,0,110.48
1997-01-01,0,110.48
1997-01-08,0,110.48
1997-01-15,0,110.48
1997-01-22,0,110.48
1997-01-29,0,110.48
1997-02-05,0,110.48
1997-02-12,0,110.5
1997-02-19,0,110.51
1997-02-26,0,110.51
1997-03-05,0,110.51
1997-03-12,0,110.51
1997-03-19,0,110.5
1997-03-26,0,110.5
1997-04-02,0,110.5
1997-04-09,0,110.52
1997-04-16,0,110.52
1997-04-23,0,110.52
1997-04-30,0,110.51
1997-05-07,0,110.52
1997-05-14,0,110.51
1997-05-21,0,110.51
1997-05-28,0,110.51
1997-06-04,0,110.5
1997-06-11,0,110.5
1997-06-18,0,110.5
1997-06-25,0,110.5
1997-07-02,0,110.5
1997-07-09,0,110.5
1997-07-16,0,110.5
1997-07-23,0,110.5
1997-07-30,0,110.51
1997-08-06,0,110.51
1997-08-13,0,110.51
1997-08-20,0,110.51
1997-08-27,0,110.51
1997-09-03,0,110.5
1997-09-10,0,110.51
1997-09-17,0,110.5
1997-09-24,0,110.5
1997-10-01,0,110.5
1997-10-08,0,110.5
1997-10-15,0,110.5
1997-10-22,0,110.5
1997-10-29,0,110.51
1997-11-05,0,110.51
1997-11-12,0,110.5
1997-11-19,0,110.5
1997-11-26,0,110.51
1997-12-03,0,110.5
1997-12-10,0,110.5
1997-12-17,0,110.49
1997-12-24,0,110.48
1997-12-31,0,110.47
1998-01-07,0,110.47
1998-01-14,0,110.46
1998-01-21,0,110.46
1998-01-28,0,110.44
1998-02-04,0,110.45
1998-02-11,0,110.47
1998-02-18,0,110.48
1998-02-25,0,110.5
1998-03-04,0,110.49
1998-03-11,0,110.5
1998-03-18,0,110.49
1998-03-25,0,110.49
1998-04-01,0,110.49
1998-04-08,0,110.49
1998-04-15,0,110.48
1998-04-22,0,110.49
1998-04-29,0,110.48
1998-05-06,0,110.48
1998-05-13,0,110.48
1998-05-20,0,110.48
1998-05-27,0,110.49
1998-06-03,0,110.48
1998-06-10,0,110.48
1998-06-17,0,110.48
1998-06-24,0,110.49
1998-07-01,0,110.47
1998-07-08,0,110.47
1998-07-15,0,110.47
1998-07-22,0,110.46
1998-07-29,0,110.47
1998-08-05,0,110.46
1998-08-12,0,110.45
1998-08-19,0,110.42
1998-08-26,0,110.46
1998-09-02,0,110.46
1998-09-09,0,110.44
1998-09-16,0,110.45
1998-09-23,0,110.45
1998-09-30,0,110.44
1998-10-07,0,110.44
1998-10-14,0,110.44
1998-10-21,0,110.44
1998-10-28,0,110.41
1998-11-04,0,110.41
1998-11-11,0,110.41
1998-11-18,0,110.41
1998-11-25,0,110.4
1998-12-02,0,110.41
1998-12-09,0,110.41
1998-12-16,0,110.41
1998-12-23,0,110.41
1998-12-30,0,110.46
1999-01-06,0,110.46
1999-01-13,0,110.46
1999-01-20,0,110.46
1999-01-27,0,110.46
1999-02-03,0,110.46
1999-02-10,0,110.49
1999-02-17,0,110.49
1999-02-24,0,110.48
1999-03-03,0,110.47
1999-03-10,0,110.47
1999-03-17,0,110.49
1999-03-24,0,110.47
1999-03-31,0,110.49
1999-04-07,0,110.51
1999-04-14,0,110.48
1999-04-21,0,110.49
1999-04-28,0,110.48
1999-05-05,0,110.49
1999-05-12,0,110.49
1999-05-19,0,110.48
1999-05-26,0,110.48
1999-06-02,0,110.48
1999-06-09,0,110.47
1999-06-16,0,110.47
1999-06-23,0,110.46
1999-06-30,0,110.46
1999-07-07,0,110.46
1999-07-14,0,110.45
1999-07-21,0,110.47
1999-07-28,0,110.47
1999-08-04,0,110.47
1999-08-11,0,110.47
1999-08-18,0,110.47
1999-08-25,0,110.46
1999-09-01,0,110.45
1999-09-08,0,110.46
1999-09-15,0,110.46
1999-09-22,0,110.48
1999-09-29,0,110.48
1999-10-06,0,110.5
1999-10-13,0,110.51
1999-10-20,0,110.5
1999-10-27,0,110.5
1999-11-03,0,110.49
1999-11-10,0,110.49
1999-11-17,0,110.49
1999-11-24,0,110.49
1999-12-01,0,110.48
1999-12-08,0,110.48
1999-12-15,0,110.49
1999-12-22,0,110.48
1999-12-29,0,110.48
2000-01-05,0,110.48
2000-01-12,0,110.48
2000-01-19,0,110.48
2000-01-26,0,110.48
2000-02-02,0,110.48
2000-02-09,0,110.48
2000-02-16,0,110.48
2000-02-23,0,110.48
2000-03-01,0,110.48
2000-03-08,0,110.48
2000-03-15,0,110.48
2000-03-22,0,110.48
2000-03-29,0,110.48
2000-04-05,0,110.48
2000-04-12,0,110.48
2000-04-19,0,110.48
2000-04-26,0,110.48
2000-05-03,0,110.48
2000-05-10,0,110.48
2000-05-17,0,110.48
2000-05-24,0,110.48
2000-05-31,0,110.48
2000-06-07,0,110.48
2000-06-14,0,110.48
2000-06-21,0,110.48
2000-06-28,0,110.47
2000-07-05,0,110.46
2000-07-12,0,110.46
2000-07-19,0,110.46
2000-07-26,0,110.46
2000-08-02,0,110.46
2000-08-09,0,110.46
2000-08-16,0,110.46
2000-08-23,0,110.46
2000-08-30,0,110.46
2000-09-06,0,110.46
2000-09-13,0,110.46
2000-09-20,0,110.46
2000-09-27,0,110.46
2000-10-04,0,110.46
2000-10-11,0,110.46
2000-10-18,0,110.46
2000-10-25,0,110.46
2000-11-01,0,110.46
2000-11-08,0,110.46
2000-11-15,0,110.46
2000-11-22,0,110.46
2000-11-29,0,110.46
2000-12-06,0,110.46
2000-12-13,0,110.46
2000-12-20,0,110.46
2000-12-27,0,110.46
2001-01-03,0,110.46
2001-01-10,0,110.46
2001-01-17,0,110.46
2001-01-24,0,110.46
2001-01-31,0,110.46
2001-02-07,0,110.46
2001-02-14,0,110.46
2001-02-21,0,110.46
2001-02-28,0,110.46
2001-03-07,0,110.46
2001-03-14,0,110.46
2001-03-21,1,110.46
2001-03-28,1,110.46
2001-04-04,1,110.46
2001-04-11,1,110.46
2001-04-18,1,110.46
2001-04-25,1,110.46
2001-05-02,1,110.46
2001-05-09,1,110.46
2001-05-16,1,110.46
2001-05-23,1,110.46
2001-05-30,1,110.46
2001-06-06,1,110.46
2001-06-13,1,110.44
2001-06-20,1,110.44
2001-06-27,1,110.44
2001-07-04,1,110.44
2001-07-11,1,110.44
2001-07-18,1,110.44
2001-07-25,1,110.44
2001-08-01,1,110.44
2001-08-08,1,110.44
2001-08-15,1,110.44
2001-08-22,1,110.44
2001-08-29,1,110.44
2001-09-05,1,110.44
2001-09-12,1,110.43
2001-09-19,1,110.43
2001-09-26,1,110.43
2001-10-03,1,110.45
2001-10-10,1,110.45
2001-10-17,1,110.45
2001-10-24,1,110.45
2001-10-31,1,110.45
2001-11-07,1,110.45
2001-11-14,1,110.45
2001-11-21,0,110.45
2001-11-28,0,110.45
2001-12-05,0,110.45
2001-12-12,0,110.45
2001-12-19,0,110.45
2001-12-26,0,110.45
2002-01-02,0,110.45
2002-01-09,0,110.45
2002-01-16,0,110.45
2002-01-23,0,110.45
2002-01-30,0,110.45
2002-02-06,0,110.44
2002-02-13,0,110.44
2002-02-20,0,110.44
2002-02-27,0,110.44
2002-03-06,0,110.44
2002-03-13,0,110.44
2002-03-20,0,110.44
2002-03-27,0,110.44
2002-04-03,0,110.44
2002-04-10,0,110.44
2002-04-17,0,110.44
2002-04-24,0,110.44
2002-05-01,0,110.44
2002-05-08,0,110.44
2002-05-15,0,110.44
2002-05-22,0,110.44
2002-05-29,0,110.44
2002-06-05,0,110.44
2002-06-12,0,110.44
2002-06-19,0,110.44
2002-06-26,0,110.44
2002-07-03,0,110.44
2002-07-10,0,110.39
2002-07-17,0,110.39
2002-07-24,0,110.39
2002-07-31,0,110.38
2002-08-07,0,110.38
2002-08-14,0,110.38
2002-08-21,0,110.38
2002-08-28,0,110.38
2002-09-04,0,110.38
2002-09-11,0,110.38
2002-09-18,0,110.38
2002-09-25,0,110.38
2002-10-02,0,110.38
2002-10-09,0,110.38
2002-10-16,0,110.38
2002-10-23,0,110.38
2002-10-30,0,110.38
2002-11-06,0,110.38
2002-11-13,0,110.38
2002-11-20,0,110.38
2002-11-27,0,110.38
2002-12-04,0,110.39
2002-12-11,0,110.39
2002-12-18,0,110.39
2002-12-25,0,110.39
2003-01-01,0,110.39
2003-01-08,0,110.39
2003-01-15,0,110.39
2003-01-22,0,110.39
2003-01-29,0,110.39
2003-02-05,0,110.39
2003-02-12,0,110.39
2003-02-19,0,110.39
2003-02-26,0,110.39
2003-03-05,0,110.39
2003-03-12,0,110.39
2003-03-19,0,110.39
2003-03-26,0,110.39
2003-04-02,0,110.38
2003-04-09,0,110.38
2003-04-16,0,110.38
2003-04-23,0,110.38
2003-04-30,0,110.39
2003-05-07,0,110.39
2003-05-14,0,110.39
2003-05-21,0,110.39
2003-05-28,0,110.39
2003-06-04,0,110.4
2003-06-11,0,110.4
2003-06-18,0,110.4
2003-06-25,0,110.4
2003-07-02,0,110.39
2003-07-09,0,110.39
2003-07-16,0,110.39
2003-07-23,0,110.39
2003-07-30,0,110.39
2003-08-06,0,110.39
2003-08-13,0,110.39
2003-08-20,0,110.39
2003-08-27,0,110.39
2003-09-03,0,110.39
2003-09-10,0,110.39
2003-09-17,0,110.39
2003-09-24,0,110.39
2003-10-01,0,110.39
2003-10-08,0,110.39
2003-10-15,0,110.39
2003-10-22,0,110.39
2003-10-29,0,110.39
2003-11-05,0,110.39
2003-11-12,0,110.39
2003-11-19,0,110.39
2003-11-26,0,110.39
2003-12-03,0,110.39
2003-12-10,0,110.39
2003-12-17,0,110.39
2003-12-24,0,110.39
2003-12-31,0,110.39
2004-01-07,0,110.39
2004-01-14,0,110.39
2004-01-21,0,110.39
2004-01-28,0,110.39
2004-02-04,0,110.38
2004-02-11,0,110.38
2004-02-18,0,110.38
2004-02-25,0,110.38
2004-03-03,0,110.41
2004-03-10,0,110.41
2004-03-17,0,110.41
2004-03-24,0,110.41
2004-03-31,0,110.41
2004-04-07,0,110.41
2004-04-14,0,110.41
2004-04-21,0,110.41
2004-04-28,0,110.41
2004-05-05,0,110.41
2004-05-12,0,110.41
2004-05-19,0,110.41
2004-05-26,0,110.41
2004-06-02,0,110.41
2004-06-09,0,110.41
2004-06-16,0,110.41
2004-06-23,0,110.41
2004-06-30,0,110.4
2004-07-07,0,110.4
2004-07-14,0,110.4
2004-07-21,0,110.4
2004-07-28,0,110.4
2004-08-04,0,110.4
2004-08-11,0,110.4
2004-08-18,0,110.4
2004-08-25,0,110.4
2004-09-01,0,110.39
2004-09-08,0,110.39
2004-09-15,0,110.39
2004-09-22,0,110.39
2004-09-29,0,110.39
2004-10-06,0,110.39
2004-10-13,0,110.39
2004-10-20,0,110.39
2004-10-27,0,110.39
2004-11-03,0,110.39
2004-11-10,0,110.39
2004-11-17,0,110.39
2004-11-24,0,110.39
2004-12-01,0,110.39
2004-12-08,0,110.39
2004-12-15,0,110.39
2004-12-22,0,110.39
2004-12-29,0,110.41
2005-01-05,0,110.41
2005-01-12,0,110.41
2005-01-19,0,110.41
2005-01-26,0,110.41
2005-02-02,0,110.38
2005-02-09,0,110.38
2005-02-16,0,110.38
2005-02-23,0,110.38
2005-03-02,0,110.37
2005-03-09,0,110.37
2005-03-16,0,110.37
2005-03-23,0,110.37
2005-03-30,0,110.37
2005-04-06,0,110.37
2005-04-13,0,110.37
2005-04-20,0,110.37
2005-04-27,0,110.37
2005-05-04,0,110.37
2005-05-11,0,110.37
2005-05-18,0,110.37
2005-05-25,0,110.37
2005-06-01,0,110.37
2005-06-08,0,110.37
2005-06-15,0,110.37
2005-06-22,0,110.37
2005-06-29,0,110.37
2005-07-06,0,110.37
2005-07-13,0,110.37
2005-07-20,0,110.37
2005-07-27,0,110.37
2005-08-03,0,110.37
2005-08-10,0,110.37
2005-08-17,0,110.37
2005-08-24,0,110.37
2005-08-31,0,110.37
2005-09-07,0,110.37
2005-09-14,0,110.37
2005-09-21,0,110.37
2005-09-28,0,110.37
2005-10-05,0,110.37
2005-10-12,0,110.37
2005-10-19,0,110.37
2005-10-26,0,110.37
2005-11-02,0,110.36
2005-11-09,0,110.36
2005-11-16,0,110.36
2005-11-23,0,110.36
2005-11-30,0,110.37
2005-12-07,0,110.37
2005-12-14,0,110.37
2005-12-21,0,110.37
2005-12-28,0,110.37
2006-01-04,0,110.39
2006-01-11,0,110.39
2006-01-18,0,110.39
2006-01-25,0,110.39
2006-02-01,0,110.4
2006-02-08,0,110.4
2006-02-15,0,110.4
2006-02-22,0,110.4
2006-03-01,0,110.4
2006-03-08,0,110.4
2006-03-15,0,110.4
2006-03-22,0,110.4
2006-03-29,0,110.4
2006-04-05,0,110.39
2006-04-12,0,110.39
2006-04-19,0,110.39
2006-04-26,0,110.39
2006-05-03,0,110.37
2006-05-10,0,110.37
2006-05-17,0,110.37
2006-05-24,0,110.37
2006-05-31,0,110.37
2006-06-07,0,110.37
2006-06-14,0,110.37
2006-06-21,0,110.37
2006-06-28,0,110.37
2006-07-05,0,110.37
2006-07-12,0,110.37
2006-07-19,0,110.37
2006-07-26,0,110.37
2006-08-02,0,110.37
2006-08-09,0,110.37
2006-08-16,0,110.37
2006-08-23,0,110.37
2006-08-30,0,110.37
2006-09-06,0,110.37
2006-09-13,0,110.37
2006-09-20,0,110.37
2006-09-27,0,110.37
2006-10-04,0,110.37
2006-10-11,0,110.37
2006-10-18,0,110.37
2006-10-25,0,110.37
2006-11-01,0,110.37
2006-11-08,0,110.37
2006-11-15,0,110.37
2006-11-22,0,110.37
2006-11-29,0,110.37
2006-12-06,0,110.37
2006-12-13,0,110.37
2006-12-20,0,110.37
2006-12-27,0,110.37
2007-01-03,0,110.37
2007-01-10,0,110.37
2007-01-17,0,110.37
2007-01-24,0,110.37
2007-01-31,0,110.37
2007-02-07,0,110.37
2007-02-14,0,110.37
2007-02-21,0,110.37
2007-02-28,0,110.37
2007-03-07,0,110.37
2007-03-14,0,110.37
2007-03-21,0,110.37
2007-03-28,0,110.37
2007-04-04,0,110.37
2007-04-11,0,110.37
2007-04-18,0,110.37
2007-04-25,0,110.37
2007-05-02,0,110.37
2007-05-09,0,110.37
2007-05-16,0,110.37
2007-05-23,0,110.37
2007-05-30,0,110.37
2007-06-06,0,110.37
2007-06-13,0,110.37
2007-06-20,0,110.37
2007-06-27,0,110.37
2007-07-04,0,110.37
2007-07-11,0,110.37
2007-07-18,0,110.37
2007-07-25,0,110.37
2007-08-01,0,110.37
2007-08-08,0,110.37
2007-08-15,0,110.37
2007-08-22,0,110.37
2007-08-29,0,110.37
2007-09-05,0,110.37
2007-09-12,0,110.37
2007-09-19,0,110.37
2007-09-26,0,110.37
2007-10-03,0,110.37
2007-10-10,0,110.37
2007-10-17,0,110.37
2007-10-24,0,110.37
2007-10-31,0,110.37
2007-11-07,0,110.37
2007-11-14,0,110.37
2007-11-21,0,110.37
2007-11-28,0,110.37
2007-12-05,0,110.37
2007-12-12,0,110.37
2007-12-19,1,110.37
2007-12-26,1,110.37
2008-01-02,1,110.37
2008-01-09,1,110.37
2008-01-16,1,110.37
2008-01-23,1,110.37
2008-01-30,1,110.37
2008-02-06,1,110.37
2008-02-13,1,110.37
2008-02-20,1,110.37
2008-02-27,1,110.37
2008-03-05,1,110.37
2008-03-12,1,110.37
2008-03-19,1,110.37
2008-03-26,1,110.37
2008-04-02,1,110.37
2008-04-09,1,110.37
2008-04-16,1,110.37
2008-04-23,1,110.37
2008-04-30,1,110.37
2008-05-07,1,110.37
2008-05-14,1,110.37
2008-05-21,1,110.37
2008-05-28,1,110.37
2008-06-04,1,110.37
2008-06-11,1,110.37
2008-06-18,1,110.37
2008-06-25,1,110.37
2008-07-02,1,110.37
2008-07-09,1,110.37
2008-07-16,1,110.37
2008-07-23,1,110.37
2008-07-30,1,110.37
2008-08-06,1,110.37
2008-08-13,1,110.37
2008-08-20,1,110.37
2008-08-27,1,110.37
2008-09-03,1,110.37
2008-09-10,1,110.37
2008-09-17,1,110.37
2008-09-24,1,110.37
2008-10-01,1,110.37
2008-10-08,1,110.37
2008-10-15,1,110.37
2008-10-22,1,110.37
2008-10-29,1,110.37
2008-11-05,1,110.37
2008-11-12,1,110.37
2008-11-19,1,110.37
2008-11-26,1,110.37
2008-12-03,1,110.37
2008-12-10,1,110.37
2008-12-17,1,110.37
2008-12-24,1,110.37
2008-12-31,1,110.37
2009-01-07,1,110.37
2009-01-14,1,110.37
2009-01-21,1,110.37
2009-01-28,1,110.37
2009-02-04,1,110.37
2009-02-11,1,110.37
2009-02-18,1,110.37
2009-02-25,1,110.37
2009-03-04,1,110.37
2009-03-11,1,110.37
2009-03-18,1,110.37
2009-03-25,1,110.37
2009-04-01,1,110.37
2009-04-08,1,110.37
2009-04-15,1,110.37
2009-04-22,1,110.37
2009-04-29,1,110.37
2009-05-06,1,110.37
2009-05-13,1,110.37
2009-05-20,1,110.37
2009-05-27,1,110.37
2009-06-03,1,110.37
2009-06-10,1,110.37
2009-06-17,0,110.37
2009-06-24,0,110.37
2009-07-01,0,110.37
2009-07-08,0,110.37
2009-07-15,0,110.37
2009-07-22,0,110.37
2009-07-29,0,110.37
2009-08-05,0,110.37
2009-08-12,0,110.37
2009-08-19,0,110.37
2009-08-26,0,110.37
2009-09-02,0,110.37
2009-09-09,0,110.37
2009-09-16,0,110.37
2009-09-23,0,110.37
2009-09-30,0,110.37
2009-10-07,0,110.37
2009-10-14,0,110.37
2009-10-21,0,110.37
2009-10-28,0,110.37
2009-11-04,0,110.37
2009-11-11,0,110.37
2009-11-18,0,110.37
2009-11-25,0,110.37
2009-12-02,0,110.37
2009-12-09,0,110.37
2009-12-16,0,110.37
2009-12-23,0,110.37
2009-12-30,0,110.37
2010-01-06,0,110.37
2010-01-13,0,110.37
2010-01-20,0,110.37
2010-01-27,0,110.37
2010-02-03,0,110.37
2010-02-10,0,110.37
2010-02-17,0,110.37
2010-02-24,0,110.37
2010-03-03,0,110.37
2010-03-10,0,110.37
2010-03-17,0,110.37
2010-03-24,0,110.37
2010-03-31,0,110.37
2010-04-07,0,110.37
2010-04-14,0,110.37
2010-04-21,0,110.37
2010-04-28,0,110.37
2010-05-05,0,110.37
2010-05-12,0,110.37
2010-05-19,0,110.37
2010-05-26,0,110.37
2010-06-02,0,110.37
2010-06-09,0,110.37
2010-06-16,0,110.37
2010-06-23,0,110.37
2010-06-30,0,110.37
2010-07-07,0,110.37
2010-07-14,0,110.37
2010-07-21,0,110.37
2010-07-28,0,110.37
2010-08-04,0,110.37
2010-08-11,0,110.37
2010-08-18,0,110.37
2010-08-25,0,110.37
2010-09-01,0,110.37
2010-09-08,0,110.37
2010-09-15,0,110.37
2010-09-22,0,110.37
2010-09-29,0,110.37
2010-10-06,0,110.37
2010-10-13,0,110.37
2010-10-20,0,110.37
2010-10-27,0,110.37
2010-11-03,0,110.37
2010-11-10,0,110.37
2010-11-17,0,110.37
2010-11-24,0,110.37
2010-12-01,0,110.37
2010-12-08,0,110.37
2010-12-15,0,110.37
2010-12-22,0,110.37
2010-12-29,0,110.37
2011-01-05,0,110.37
2011-01-12,0,110.37
2011-01-19,0,110.37
2011-01-26,0,110.37
2011-02-02,0,110.37
